PhraseId,4
31264,2
64393,2
106810,3
26121,2
25259,2
68373,2
130472,2
141867,4
84152,2
153119,1
126083,3
95398,2
87036,2
71644,2
121247,3
20084,2
128838,3
124016,2
853,3
133856,2
120437,2
59479,2
453,3
99029,1
152476,2
155602,3
42518,1
28129,2
138541,0
14565,2
22003,2
93695,2
15411,3
32558,2
91651,4
24708,3
39835,2
136440,2
70267,2
154525,2
8412,3
120804,1
67047,2
155292,2
140696,2
73144,2
119356,3
25799,2
61940,4
134304,2
75424,3
53539,2
50763,1
77206,2
24116,4
142163,2
100866,1
101190,2
68953,2
103870,2
154580,2
122605,3
34361,2
132960,2
13618,3
131456,1
10981,3
95248,3
126052,2
58261,2
64757,2
143868,2
80258,2
122065,2
101660,2
123863,3
92974,2
122839,2
121241,3
3564,2
151217,2
154480,2
140751,2
66344,2
3466,0
18273,2
9493,2
139632,2
68104,2
84494,2
103730,3
136095,2
107226,3
150896,3
151288,2
70893,2
81111,2
16078,2
137685,2
55363,2
113065,2
136295,3
146849,0
80433,2
120326,1
136948,3
33336,3
116847,2
39930,2
101262,2
34583,2
28089,2
154590,2
86910,4
19175,1
66557,0
74392,2
53117,2
153,2
127669,2
151399,3
53472,2
76070,2
29232,2
45304,2
71675,2
61247,2
110455,3
73036,1
83874,2
108388,2
44969,3
149161,2
29511,2
3125,2
61244,3
97733,2
12062,2
14586,2
45903,2
47880,2
152875,3
61981,3
110149,2
134333,2
71472,2
87694,1
16106,2
74069,1
83835,2
8011,2
92419,1
1285,2
53206,2
106171,2
41638,2
51518,2
92972,2
25067,4
135222,2
66733,3
42789,2
17298,2
19964,2
18220,2
7545,2
22451,2
74838,2
130064,2
42014,2
142173,2
148102,2
80958,3
75836,2
120584,1
19962,2
29666,1
95271,3
4213,1
37655,2
142856,2
89909,2
74424,2
104573,1
144260,2
38768,3
120462,2
7731,2
1134,2
135050,2
47151,2
21932,2
102295,1
11272,2
61225,1
41123,2
146531,1
155021,2
40316,2
127207,2
45584,3
153951,3
7289,2
18660,2
17248,2
64448,2
42500,2
12445,2
128835,3
127079,4
134240,3
18037,2
141913,2
41414,2
60751,1
2813,2
25685,1
80858,2
87562,1
1030,2
126461,2
137823,2
134799,4
83412,2
102374,2
70594,2
983,2
64420,2
26098,1
51657,2
60959,1
43778,2
155370,1
57077,2
23030,2
23988,2
5270,2
32207,3
154705,2
63725,2
150087,2
142341,2
107916,2
102257,2
120633,3
75406,2
99893,2
139154,2
17741,2
83563,2
58538,3
36568,2
5453,2
61109,2
21063,2
71447,2
3896,1
73660,2
57656,1
32349,2
27509,2
122104,2
109342,2
71433,0
73408,1
142932,2
23691,2
118685,3
53454,2
39506,2
8521,1
11195,2
151809,2
26101,2
132859,2
32658,2
27612,2
80068,2
127916,0
91798,2
39306,2
86549,4
128994,1
10511,2
13740,2
17154,2
75184,2
44713,2
1658,2
83913,1
3774,2
49069,2
122682,3
89561,3
141845,2
128032,2
99279,2
89076,2
57536,3
71175,4
62162,1
70395,2
134037,2
147557,2
62491,2
17260,2
89024,2
31733,3
73192,2
52443,3
118810,2
154524,3
142243,2
29095,0
71794,2
69237,1
87954,3
59436,2
69136,2
42818,1
18006,2
104958,4
138719,1
60549,2
119029,2
4183,2
78159,2
96675,3
25373,3
106112,2
39750,2
137031,2
47831,2
21747,2
65902,2
91274,2
92571,2
38302,2
10740,2
5266,2
46954,2
65764,3
142767,2
4009,3
124494,2
105784,3
144683,3
142354,2
138003,2
17012,2
83687,0
134438,2
22930,2
66656,2
147,2
77991,2
20169,2
71168,0
45670,3
21236,4
64437,1
64139,2
35650,3
93325,2
40994,3
151958,2
40059,2
55937,3
77511,2
105459,2
86445,0
146248,1
27933,2
71921,2
23062,2
78269,2
13112,2
115521,2
3068,1
151323,2
68074,2
66149,1
50168,2
65962,2
58703,2
56464,2
88173,2
77075,2
96012,2
148376,2
99459,2
50792,2
68002,2
70627,2
18721,3
98931,2
131608,2
129125,2
73287,2
128300,1
17733,1
85209,4
74090,2
66016,2
934,3
51889,2
30685,2
70141,2
18465,2
135586,2
88570,2
18849,2
11227,1
67751,2
57717,3
5986,1
141611,2
32124,2
143261,2
84314,2
139808,2
118469,2
74562,2
42575,2
15734,1
136609,4
48796,3
5775,2
151377,3
100616,2
38201,4
25565,1
51589,2
37483,3
16768,2
148948,2
115356,2
71320,3
95825,2
69077,2
124697,4
113580,2
36915,2
127395,2
101263,1
77232,2
51645,2
76418,1
47503,2
85957,2
68611,2
13590,1
102092,2
41588,2
108259,3
34796,2
100522,4
139426,2
46253,2
122737,2
121346,3
27087,3
83118,2
123501,3
40643,2
133991,2
604,3
54286,2
31066,2
55609,2
149069,2
61251,3
60324,2
129329,2
28616,2
78984,3
149078,1
78630,2
148573,4
52408,4
23229,2
55569,2
46714,2
106677,2
85466,1
116545,0
60362,2
62076,2
71660,2
44974,0
134758,2
65240,3
71576,2
143201,3
155945,2
6588,3
44064,2
3941,2
7458,3
74401,2
54365,1
51019,2
8978,2
100273,2
49954,2
22503,2
24512,2
14097,2
91942,2
125716,3
112621,2
31985,2
60518,2
129498,4
118547,2
113618,2
148453,1
4405,2
62,2
30428,3
143766,2
28509,2
60750,1
69619,2
98017,2
35938,3
43075,3
134902,2
87488,3
146067,1
98889,2
95607,2
129254,2
77173,2
115988,2
46444,2
95553,0
153379,3
52247,2
130147,4
98420,2
46226,2
15551,2
42170,0
101110,2
21970,2
9094,2
141334,1
25346,1
54963,3
17704,2
26543,2
65224,3
30291,2
127642,2
67883,2
8020,3
84421,3
57485,3
130315,2
72707,2
154212,2
51952,2
119521,1
134493,2
24109,2
34335,3
92853,2
36984,0
73762,3
47202,2
115442,1
51042,2
50059,0
109145,3
115757,2
109354,2
103566,2
110886,1
5886,2
103752,1
137116,2
74061,2
37569,0
129198,0
13894,3
70323,1
92889,2
30854,0
148876,1
99904,2
26057,1
56039,3
130275,2
38036,2
84800,2
65724,3
23875,3
9937,2
55027,0
130450,2
23276,2
51834,1
121030,2
154428,1
6341,2
73350,2
50060,2
47957,1
976,1
146024,2
91147,3
31286,2
91466,3
139807,3
106277,2
135468,3
27660,2
106911,3
106422,2
86277,2
25787,0
141735,2
63587,2
56359,2
42178,2
91746,2
46081,2
58501,2
53928,3
62516,0
128635,0
39701,3
151622,1
2351,3
106464,2
119685,2
89929,2
46665,2
99065,2
26216,3
70404,2
152264,2
37198,3
34804,3
136861,3
105135,2
58827,2
14961,2
82857,2
51280,2
70387,3
134808,2
94830,2
16509,3
22349,3
123088,2
43294,2
20585,2
38094,1
55109,4
104277,2
69784,2
51779,2
953,2
21439,1
119654,1
110136,3
84125,2
54835,2
104514,2
78018,2
77407,2
56074,2
129723,2
6455,2
96277,2
101728,3
21740,2
71442,2
73667,1
94051,4
118110,3
95901,1
90830,2
47614,2
125704,2
10936,2
651,1
125236,2
138192,2
154920,3
142152,2
147988,3
116599,3
146497,3
45355,2
79835,2
63421,2
95910,2
55711,2
4028,2
4039,3
61472,2
1263,2
111200,3
100198,3
28308,4
131292,2
127504,2
37756,2
53854,3
128908,2
25491,2
105414,2
36440,2
38945,2
37425,2
56132,2
100834,2
67404,3
93256,2
122045,2
91429,2
151872,2
36858,2
98831,2
137609,2
41261,2
53742,1
4720,2
74056,2
120062,0
71270,4
86145,2
1914,2
60171,2
13518,3
49618,2
11951,2
108317,2
82680,1
141032,2
85112,4
76798,2
70901,2
19718,1
125397,2
23858,4
53578,0
97976,2
109486,2
67796,3
34857,2
63881,2
18879,3
29469,2
37614,2
141505,1
112199,2
143369,2
40800,2
3409,2
111529,2
46456,2
111465,2
59986,2
36606,2
93650,2
22399,2
137398,3
39631,2
49788,1
68087,3
26729,4
87895,2
105706,2
102505,2
48236,3
90503,1
55099,0
102312,3
32831,3
58657,3
131451,3
110366,2
132482,2
71572,2
98541,0
137102,2
40733,2
49118,2
121893,2
115382,1
131388,2
56157,2
33214,2
49893,2
51897,4
95772,3
138732,1
88435,2
7373,2
127884,1
123803,2
134290,2
115880,3
114702,2
36075,2
12360,2
90069,1
118140,3
95198,2
21516,3
149952,3
50991,1
117469,2
139512,2
58523,3
50017,2
91593,2
92507,2
148098,2
142723,2
93960,3
31931,3
109492,3
93503,2
101177,2
88992,2
67870,2
155688,2
59199,1
145794,2
133921,2
47329,2
137069,1
88982,2
155559,1
29249,2
88001,2
92020,3
33351,2
132109,3
31627,1
142266,2
128780,2
97111,4
149220,1
120380,2
53603,2
93349,1
20446,2
152883,2
3956,2
97150,2
14439,2
88047,2
72669,2
53667,1
30630,2
108987,2
10676,4
97311,1
56945,1
131722,2
13951,2
100133,2
143286,2
64624,3
9204,1
48739,2
88958,1
148953,2
34789,2
153291,3
121839,3
42861,3
72421,2
20370,2
84457,2
98890,3
147219,3
41394,2
105681,4
95312,3
95037,4
76429,2
144575,2
101497,1
12745,4
120082,2
95699,2
57430,3
135755,2
72988,2
14742,3
53222,2
47587,2
55213,2
128965,3
38785,2
93108,2
60082,1
57079,3
36536,2
69754,0
3717,2
99712,1
153790,2
121685,2
8145,2
56523,0
74243,3
149113,0
155006,2
61920,1
118375,2
1306,2
115024,0
52894,2
113374,2
140895,2
57989,2
155226,2
58466,2
19403,3
56565,2
2593,2
3018,2
63180,2
151096,2
65151,2
26012,2
17763,2
148572,2
109089,1
80913,2
110687,2
72106,2
56863,2
11279,3
113437,2
21270,2
78038,4
149226,1
132027,2
1671,2
121769,3
148372,2
76698,2
80035,2
143458,2
44566,2
40683,1
114138,2
75585,2
37774,2
114911,2
47015,3
105136,2
56593,2
35664,2
24694,2
123597,2
106735,3
21435,1
25334,1
113003,0
1481,2
53121,2
83154,3
28353,2
2742,3
85182,3
49886,1
151574,3
31579,3
65980,2
115709,3
62454,2
25880,3
148521,1
155050,2
112053,2
35593,3
18381,3
111613,1
46564,2
102963,3
41855,2
123652,2
140755,2
60653,3
56984,2
